,activity,before_break,date,event,h1,h2,h3,h4,h5,player,type
728,run session,False,2017-10-31 16:55:00,Memphis #1,0.009523809523809523,0.0,0.0,0.0,0.0,cornerback,tues
729,run session,False,2017-10-31 16:55:00,Memphis #1,0.009523809523809523,0.0,0.0,0.0,0.0,def tackle,tues
730,run session-blitz,False,2017-10-31 16:55:00,Memphis #1,0.0,0.008333333333333333,0.008333333333333333,0.0,0.0,tight end,tues
727,skell vs. scouts,False,2017-10-31 17:00:00,Memphis #1,0.0,0.02,0.0,0.0,0.0,tight end,tues
726,pass rush,False,2017-10-31 17:05:00,Memphis #1,0.03333333333333333,0.0,0.0,0.0,0.0,def tackle,tues
725,team vs. scouts,False,2017-10-31 17:10:00,Memphis #1,0.00625,0.0,0.0,0.0,0.0,tight end,tues
724,team vs. scouts,False,2017-10-31 17:15:00,Memphis #1,0.00625,0.00625,0.0,0.0,0.0,tight end,tues
723,team vs. scouts,False,2017-10-31 17:15:00,Memphis #1,0.0125,0.00625,0.0,0.0,0.0,off guard,tues
722,team vs. scouts,False,2017-10-31 17:15:00,Memphis #1,0.0,0.007142857142857143,0.0,0.0,0.0,cornerback,tues
721,team vs. scouts,False,2017-10-31 17:20:00,Memphis #1,0.007142857142857143,0.0,0.0,0.0,0.0,cornerback,tues
720,team vs. scouts,False,2017-10-31 17:20:00,Memphis #1,0.0,0.014285714285714285,0.0,0.0,0.0,linebacker,tues
719,team vs. scouts,False,2017-10-31 17:20:00,Memphis #1,0.00625,0.0,0.00625,0.0,0.0,tight end,tues
718,team vs. scouts,False,2017-10-31 17:25:00,Memphis #1,0.0,0.007142857142857143,0.0,0.0,0.007142857142857143,def end,tues
717,team vs. scouts,False,2017-10-31 17:25:00,Memphis #1,0.0,0.007142857142857143,0.007142857142857143,0.0,0.0,linebacker,tues
716,team vs. scouts,False,2017-10-31 17:25:00,Memphis #1,0.0,0.00625,0.0125,0.0,0.0,tight end,tues
715,post-practice,False,2017-10-31 17:30:00,Memphis #1,0.015625,0.03125,0.015625,0.015625,0.015625,tight end,tues
714,pre,True,2017-11-01 15:35:00,Memphis #2,0.0125,0.0,0.0,0.0,0.0,off guard,wed/thurs
712,pre,True,2017-11-01 15:40:00,Memphis #2,0.014285714285714285,0.0,0.0,0.0,0.0,cornerback,wed/thurs
713,pre,True,2017-11-01 15:40:00,Memphis #2,0.0125,0.0125,0.0,0.0,0.0,tight end,wed/thurs
711,pat/fg,True,2017-11-01 15:45:00,Memphis #2,0.02857142857142857,0.0,0.0,0.0,0.0,cornerback,wed/thurs
709,run fits,True,2017-11-01 16:05:00,Memphis #2,0.0,0.02,0.0,0.0,0.0,linebacker,wed/thurs
710,run fits,True,2017-11-01 16:05:00,Memphis #2,0.02,0.0,0.02,0.02,0.0,def end,wed/thurs
708,indy,True,2017-11-01 16:10:00,Memphis #2,0.0,0.027777777777777776,0.0,0.0,0.0,def end,wed/thurs
707,skell vs. scouts,True,2017-11-01 16:15:00,Memphis #2,0.020833333333333332,0.0,0.0,0.0,0.0,cornerback,wed/thurs
706,team vs. scouts,True,2017-11-01 16:30:00,Memphis #2,0.002695417789757412,0.0,0.0,0.0,0.0,def tackle,wed/thurs
705,team vs. scouts,True,2017-11-01 16:30:00,Memphis #2,0.0,0.0022727272727272726,0.00909090909090909,0.0,0.0,tight end,wed/thurs
704,team vs. scouts,True,2017-11-01 16:30:00,Memphis #2,0.0022727272727272726,0.0,0.0,0.0,0.0,off guard,wed/thurs
703,team vs. scouts,True,2017-11-01 16:35:00,Memphis #2,0.0,0.0022727272727272726,0.0022727272727272726,0.0,0.0,tight end,wed/thurs
702,team vs. scouts,True,2017-11-01 16:40:00,Memphis #2,0.0,0.002695417789757412,0.0,0.0,0.0,def end,wed/thurs
701,team vs. scouts,True,2017-11-01 16:40:00,Memphis #2,0.0,0.002695417789757412,0.002695417789757412,0.0,0.0,def end,wed/thurs
700,team vs. scouts,True,2017-11-01 16:40:00,Memphis #2,0.0022727272727272726,0.0,0.0022727272727272726,0.0022727272727272726,0.0,tight end,wed/thurs
699,team vs. scouts,True,2017-11-01 16:45:00,Memphis #2,0.0,0.002695417789757412,0.0,0.0,0.0,def tackle,wed/thurs
698,team vs. scouts,True,2017-11-01 16:45:00,Memphis #2,0.0,0.0022727272727272726,0.0,0.0,0.0,tight end,wed/thurs
697,team vs. scouts,True,2017-11-01 16:50:00,Memphis #2,0.0,0.004545454545454545,0.0022727272727272726,0.0022727272727272726,0.0022727272727272726,tight end,wed/thurs
695,team vs. scouts,True,2017-11-01 16:55:00,Memphis #2,0.0,0.002695417789757412,0.002695417789757412,0.002695417789757412,0.0,def end,wed/thurs
696,team vs. scouts,True,2017-11-01 16:55:00,Memphis #2,0.004545454545454545,0.0,0.0,0.0,0.0,off guard,wed/thurs
693,team vs. scouts,True,2017-11-01 17:00:00,Memphis #2,0.0022727272727272726,0.0,0.0,0.0,0.0,tight end,wed/thurs
692,team vs. scouts,True,2017-11-01 17:00:00,Memphis #2,0.0,0.0,0.002695417789757412,0.0,0.0,def end,wed/thurs
691,team vs. scouts,True,2017-11-01 17:00:00,Memphis #2,0.0,0.002695417789757412,0.0,0.0,0.0,def end,wed/thurs
690,team vs. scouts,True,2017-11-01 17:00:00,Memphis #2,0.0,0.005390835579514824,0.0,0.0,0.0,linebacker,wed/thurs
694,team vs. scouts,True,2017-11-01 17:00:00,Memphis #2,0.002695417789757412,0.0,0.0,0.0,0.0,cornerback,wed/thurs
689,team vs. scouts,True,2017-11-01 17:05:00,Memphis #2,0.0,0.002695417789757412,0.0,0.0,0.0,def tackle,wed/thurs
688,team vs. scouts,True,2017-11-01 17:05:00,Memphis #2,0.0,0.0,0.0022727272727272726,0.0,0.0,tight end,wed/thurs
687,team vs. scouts,True,2017-11-01 17:10:00,Memphis #2,0.0,0.0,0.0022727272727272726,0.0,0.0,tight end,wed/thurs
686,team vs. scouts,True,2017-11-01 17:15:00,Memphis #2,0.0,0.004545454545454545,0.0,0.0,0.0,tight end,wed/thurs
685,team vs. scouts,True,2017-11-01 17:15:00,Memphis #2,0.0022727272727272726,0.0,0.0,0.0,0.0,tight end,wed/thurs
684,team vs. scouts,True,2017-11-01 17:15:00,Memphis #2,0.002695417789757412,0.0,0.0,0.0,0.0,cornerback,wed/thurs
683,pre,True,2017-11-03 18:15:00,Memphis Game,0.004829362524146819,0.004829362524146819,0.0,0.0,0.0,wide receiver,game
682,pre,True,2017-11-03 18:20:00,Memphis Game,0.009658725048293638,0.0,0.0,0.0,0.0,wide receiver,game
681,pre,True,2017-11-03 18:30:00,Memphis Game,0.0,0.004187312443296806,0.0,0.0,0.004187312443296806,def end,game
680,pre,True,2017-11-03 18:30:00,Memphis Game,0.0,0.004187312443296806,0.0,0.0,0.0,linebacker,game
679,pre,True,2017-11-03 18:35:00,Memphis Game,0.0,0.004187312443296806,0.0,0.0,0.0,def end,game
678,first half,True,2017-11-03 19:00:00,Memphis Game,0.004829362524146819,0.0,0.0,0.0,0.0,wide receiver,game
677,first half,True,2017-11-03 19:05:00,Memphis Game,0.004829362524146819,0.0,0.0,0.0,0.0,off tackle,game
676,first half,True,2017-11-03 19:05:00,Memphis Game,0.0,0.004187312443296806,0.0,0.0,0.0,def end,game
675,first half,True,2017-11-03 19:05:00,Memphis Game,0.004829362524146819,0.004829362524146819,0.0,0.004829362524146819,0.0,running back,game
674,first half,True,2017-11-03 19:05:00,Memphis Game,0.0,0.004829362524146819,0.0,0.0,0.0,wide receiver,game
673,first half,True,2017-11-03 19:05:00,Memphis Game,0.0,0.0,0.0,0.004829362524146819,0.0,tight end,game
672,first half,True,2017-11-03 19:05:00,Memphis Game,0.004829362524146819,0.0,0.0,0.0,0.0,off guard,game
671,first half,True,2017-11-03 19:10:00,Memphis Game,0.0,0.0,0.004187312443296806,0.0,0.0,def end,game
670,first half,True,2017-11-03 19:10:00,Memphis Game,0.004829362524146819,0.0,0.0,0.0,0.0,wide receiver,game
667,first half,True,2017-11-03 19:15:00,Memphis Game,0.0,0.004829362524146819,0.0,0.0,0.0,tight end,game
668,first half,True,2017-11-03 19:15:00,Memphis Game,0.014488087572440456,0.004829362524146819,0.0,0.0,0.0,off guard,game
669,first half,True,2017-11-03 19:15:00,Memphis Game,0.0,0.0,0.0,0.004829362524146819,0.0,running back,game
666,first half,True,2017-11-03 19:20:00,Memphis Game,0.0,0.004187312443296806,0.0,0.004187312443296806,0.0,def end,game
665,first half,True,2017-11-03 19:20:00,Memphis Game,0.0,0.004187312443296806,0.0,0.0,0.0,def end,game
664,first half,True,2017-11-03 19:20:00,Memphis Game,0.0,0.004187312443296806,0.0,0.0,0.0,linebacker,game
663,first half,True,2017-11-03 19:25:00,Memphis Game,0.008374624886593612,0.0,0.004187312443296806,0.0,0.0,linebacker,game
662,first half,True,2017-11-03 19:25:00,Memphis Game,0.0,0.0,0.004187312443296806,0.004187312443296806,0.0,def tackle,game
661,first half,True,2017-11-03 19:25:00,Memphis Game,0.004187312443296806,0.012561937329890418,0.0,0.0,0.0,def end,game
660,first half,True,2017-11-03 19:30:00,Memphis Game,0.004829362524146819,0.0,0.0,0.0,0.0,tight end,game
656,first half,True,2017-11-03 19:35:00,Memphis Game,0.004829362524146819,0.009658725048293638,0.019317450096587276,0.0,0.0,off guard,game
659,first half,True,2017-11-03 19:35:00,Memphis Game,0.009658725048293638,0.019317450096587276,0.009658725048293638,0.0,0.004829362524146819,running back,game
658,first half,True,2017-11-03 19:35:00,Memphis Game,0.0,0.004829362524146819,0.0,0.0,0.0,off tackle,game
657,first half,True,2017-11-03 19:35:00,Memphis Game,0.004829362524146819,0.0,0.009658725048293638,0.0,0.004829362524146819,tight end,game
655,first half,True,2017-11-03 19:40:00,Memphis Game,0.004187312443296806,0.0,0.0,0.0,0.0,cornerback,game
654,first half,True,2017-11-03 19:40:00,Memphis Game,0.0,0.004187312443296806,0.0,0.0,0.0,linebacker,game
653,first half,True,2017-11-03 19:40:00,Memphis Game,0.0,0.008374624886593612,0.0,0.0,0.0,linebacker,game
652,first half,True,2017-11-03 19:40:00,Memphis Game,0.0,0.0,0.004187312443296806,0.0,0.004187312443296806,def end,game
651,first half,True,2017-11-03 19:45:00,Memphis Game,0.0,0.0,0.0,0.004829362524146819,0.0,wide receiver,game
650,first half,True,2017-11-03 19:45:00,Memphis Game,0.0,0.004829362524146819,0.009658725048293638,0.0,0.0,off guard,game
649,first half,True,2017-11-03 19:45:00,Memphis Game,0.0,0.0,0.0,0.004829362524146819,0.0,tight end,game
648,first half,True,2017-11-03 19:45:00,Memphis Game,0.0,0.0,0.0,0.004829362524146819,0.0,wide receiver,game
647,first half,True,2017-11-03 19:45:00,Memphis Game,0.004829362524146819,0.004829362524146819,0.004829362524146819,0.0,0.0,running back,game
646,first half,True,2017-11-03 19:50:00,Memphis Game,0.0,0.0,0.0,0.004829362524146819,0.0,tight end,game
645,first half,True,2017-11-03 19:50:00,Memphis Game,0.0,0.004829362524146819,0.0,0.0,0.0,off guard,game
644,first half,True,2017-11-03 19:50:00,Memphis Game,0.0,0.0,0.0,0.004829362524146819,0.0,running back,game
639,first half,True,2017-11-03 20:00:00,Memphis Game,0.008374624886593612,0.0,0.0,0.0,0.0,cornerback,game
640,first half,True,2017-11-03 20:00:00,Memphis Game,0.008374624886593612,0.0,0.0,0.0,0.0,def tackle,game
643,first half,True,2017-11-03 20:00:00,Memphis Game,0.008374624886593612,0.0,0.0,0.008374624886593612,0.0,def end,game
642,first half,True,2017-11-03 20:00:00,Memphis Game,0.0,0.004187312443296806,0.0,0.0,0.0,cornerback,game
641,first half,True,2017-11-03 20:00:00,Memphis Game,0.0,0.004187312443296806,0.0,0.0,0.0,def end,game
638,first half,True,2017-11-03 20:05:00,Memphis Game,0.0,0.0,0.009658725048293638,0.0,0.0,tight end,game
637,first half,True,2017-11-03 20:05:00,Memphis Game,0.004829362524146819,0.004829362524146819,0.004829362524146819,0.0,0.0,off guard,game
636,first half,True,2017-11-03 20:10:00,Memphis Game,0.004187312443296806,0.004187312443296806,0.0,0.0,0.0,linebacker,game
635,first half,True,2017-11-03 20:10:00,Memphis Game,0.0,0.0,0.004187312443296806,0.0,0.0,def tackle,game
634,first half,True,2017-11-03 20:10:00,Memphis Game,0.0,0.004187312443296806,0.0,0.0,0.0,def end,game
633,first half,True,2017-11-03 20:10:00,Memphis Game,0.004187312443296806,0.0,0.0,0.0,0.0,cornerback,game
632,first half,True,2017-11-03 20:10:00,Memphis Game,0.004187312443296806,0.0,0.0,0.0,0.0,def end,game
628,first half,True,2017-11-03 20:15:00,Memphis Game,0.008374624886593612,0.004187312443296806,0.008374624886593612,0.0,0.0,def tackle,game
631,first half,True,2017-11-03 20:15:00,Memphis Game,0.0,0.004187312443296806,0.0,0.0,0.0,def end,game
630,first half,True,2017-11-03 20:15:00,Memphis Game,0.0,0.0,0.004187312443296806,0.0,0.004187312443296806,linebacker,game
629,first half,True,2017-11-03 20:15:00,Memphis Game,0.004187312443296806,0.0,0.0,0.0,0.0,cornerback,game
627,first half,True,2017-11-03 20:20:00,Memphis Game,0.009658725048293638,0.0,0.0,0.0,0.0,off guard,game
626,first half,True,2017-11-03 20:20:00,Memphis Game,0.004829362524146819,0.0,0.004829362524146819,0.0,0.0,off tackle,game
621,first half,True,2017-11-03 20:25:00,Memphis Game,0.0,0.0,0.004187312443296806,0.0,0.0,def end,game
622,first half,True,2017-11-03 20:25:00,Memphis Game,0.0,0.004187312443296806,0.004187312443296806,0.0,0.0,cornerback,game
624,first half,True,2017-11-03 20:25:00,Memphis Game,0.0,0.0,0.004187312443296806,0.0,0.0,def end,game
625,first half,True,2017-11-03 20:25:00,Memphis Game,0.0,0.004187312443296806,0.0,0.004187312443296806,0.0,cornerback,game
623,first half,True,2017-11-03 20:25:00,Memphis Game,0.004187312443296806,0.004187312443296806,0.004187312443296806,0.0,0.0,linebacker,game
620,first half,True,2017-11-03 20:30:00,Memphis Game,0.004829362524146819,0.004829362524146819,0.004829362524146819,0.004829362524146819,0.004829362524146819,running back,game
619,first half,True,2017-11-03 20:30:00,Memphis Game,0.004829362524146819,0.0,0.004829362524146819,0.0,0.0,off guard,game
618,second half,False,2017-11-03 20:50:00,Memphis Game,0.0,0.004187312443296806,0.0,0.0,0.0,def end,game
617,second half,False,2017-11-03 20:50:00,Memphis Game,0.0,0.004187312443296806,0.0,0.0,0.0,linebacker,game
616,second half,False,2017-11-03 20:55:00,Memphis Game,0.0,0.004187312443296806,0.0,0.0,0.0,def end,game
615,second half,False,2017-11-03 20:55:00,Memphis Game,0.0,0.0,0.0,0.004187312443296806,0.0,def tackle,game
614,second half,False,2017-11-03 20:55:00,Memphis Game,0.004187312443296806,0.0,0.0,0.0,0.0,cornerback,game
613,second half,False,2017-11-03 20:55:00,Memphis Game,0.004187312443296806,0.004187312443296806,0.0,0.0,0.004187312443296806,cornerback,game
612,second half,False,2017-11-03 20:55:00,Memphis Game,0.0,0.004187312443296806,0.0,0.0,0.0,def end,game
611,second half,False,2017-11-03 20:55:00,Memphis Game,0.004187312443296806,0.004187312443296806,0.0,0.0,0.0,linebacker,game
607,second half,False,2017-11-03 21:00:00,Memphis Game,0.0,0.0,0.004187312443296806,0.0,0.0,linebacker,game
610,second half,False,2017-11-03 21:00:00,Memphis Game,0.0,0.004187312443296806,0.0,0.008374624886593612,0.0,def end,game
609,second half,False,2017-11-03 21:00:00,Memphis Game,0.004187312443296806,0.0,0.0,0.0,0.0,def end,game
608,second half,False,2017-11-03 21:00:00,Memphis Game,0.004187312443296806,0.0,0.004187312443296806,0.004187312443296806,0.0,def tackle,game
605,second half,False,2017-11-03 21:05:00,Memphis Game,0.0,0.0,0.004187312443296806,0.0,0.0,def end,game
604,second half,False,2017-11-03 21:05:00,Memphis Game,0.0,0.0,0.004187312443296806,0.0,0.0,def end,game
603,second half,False,2017-11-03 21:05:00,Memphis Game,0.008374624886593612,0.0,0.008374624886593612,0.0,0.004187312443296806,linebacker,game
602,second half,False,2017-11-03 21:05:00,Memphis Game,0.0,0.008374624886593612,0.004187312443296806,0.0,0.0,def tackle,game
606,second half,False,2017-11-03 21:05:00,Memphis Game,0.004187312443296806,0.0,0.0,0.0,0.0,cornerback,game
601,second half,False,2017-11-03 21:10:00,Memphis Game,0.0,0.0,0.0,0.004187312443296806,0.0,def end,game
600,second half,False,2017-11-03 21:15:00,Memphis Game,0.004829362524146819,0.004829362524146819,0.0,0.0,0.0,tight end,game
599,second half,False,2017-11-03 21:15:00,Memphis Game,0.004829362524146819,0.0,0.0,0.0,0.0,off guard,game
598,second half,False,2017-11-03 21:15:00,Memphis Game,0.004829362524146819,0.009658725048293638,0.009658725048293638,0.004829362524146819,0.0,running back,game
597,second half,False,2017-11-03 21:20:00,Memphis Game,0.004187312443296806,0.0,0.004187312443296806,0.004187312443296806,0.0,cornerback,game
596,second half,False,2017-11-03 21:20:00,Memphis Game,0.0,0.0,0.0,0.0,0.004187312443296806,linebacker,game
595,second half,False,2017-11-03 21:20:00,Memphis Game,0.0,0.0,0.0,0.0,0.004187312443296806,def end,game
594,second half,False,2017-11-03 21:20:00,Memphis Game,0.004829362524146819,0.0,0.0,0.0,0.0,running back,game
589,second half,False,2017-11-03 21:25:00,Memphis Game,0.004187312443296806,0.004187312443296806,0.0,0.0,0.0,linebacker,game
590,second half,False,2017-11-03 21:25:00,Memphis Game,0.0,0.004829362524146819,0.0,0.0,0.0,off guard,game
591,second half,False,2017-11-03 21:25:00,Memphis Game,0.0,0.004187312443296806,0.0,0.004187312443296806,0.004187312443296806,def end,game
593,second half,False,2017-11-03 21:25:00,Memphis Game,0.0,0.0,0.004829362524146819,0.0,0.0,tight end,game
592,second half,False,2017-11-03 21:25:00,Memphis Game,0.004187312443296806,0.0,0.004187312443296806,0.004187312443296806,0.0,def tackle,game
588,second half,False,2017-11-03 21:30:00,Memphis Game,0.004187312443296806,0.004187312443296806,0.0,0.0,0.0,def end,game
587,second half,False,2017-11-03 21:30:00,Memphis Game,0.0,0.0,0.009658725048293638,0.0,0.004829362524146819,running back,game
586,second half,False,2017-11-03 21:30:00,Memphis Game,0.0,0.0,0.004829362524146819,0.004829362524146819,0.0,off guard,game
585,second half,False,2017-11-03 21:35:00,Memphis Game,0.0,0.012561937329890418,0.0,0.0,0.0,def tackle,game
584,second half,False,2017-11-03 21:35:00,Memphis Game,0.0,0.0,0.004187312443296806,0.0,0.004187312443296806,def end,game
583,second half,False,2017-11-03 21:35:00,Memphis Game,0.004187312443296806,0.008374624886593612,0.004187312443296806,0.0,0.0,linebacker,game
582,second half,False,2017-11-03 21:40:00,Memphis Game,0.004187312443296806,0.004187312443296806,0.004187312443296806,0.0,0.0,def tackle,game
581,second half,False,2017-11-03 21:40:00,Memphis Game,0.004187312443296806,0.004187312443296806,0.004187312443296806,0.0,0.0,def end,game
580,second half,False,2017-11-03 21:40:00,Memphis Game,0.0,0.0,0.0,0.004187312443296806,0.0,cornerback,game
579,second half,False,2017-11-03 21:40:00,Memphis Game,0.0,0.0,0.004187312443296806,0.0,0.0,def end,game
574,second half,False,2017-11-03 21:45:00,Memphis Game,0.0,0.004187312443296806,0.0,0.004187312443296806,0.0,linebacker,game
575,second half,False,2017-11-03 21:45:00,Memphis Game,0.0,0.004187312443296806,0.004187312443296806,0.0,0.0,def end,game
577,second half,False,2017-11-03 21:45:00,Memphis Game,0.004187312443296806,0.0,0.0,0.0,0.0,cornerback,game
576,second half,False,2017-11-03 21:45:00,Memphis Game,0.004187312443296806,0.0,0.0,0.0,0.0,def tackle,game
578,second half,False,2017-11-03 21:45:00,Memphis Game,0.004187312443296806,0.0,0.004187312443296806,0.0,0.0,linebacker,game
573,second half,False,2017-11-03 21:50:00,Memphis Game,0.0,0.004829362524146819,0.0,0.004829362524146819,0.004829362524146819,tight end,game
572,second half,False,2017-11-03 21:50:00,Memphis Game,0.004829362524146819,0.0,0.0,0.0,0.0,running back,game
571,second half,False,2017-11-03 21:50:00,Memphis Game,0.009658725048293638,0.004829362524146819,0.0,0.0,0.0,off guard,game
570,second half,False,2017-11-03 22:00:00,Memphis Game,0.0,0.0,0.004187312443296806,0.0,0.0,def tackle,game
569,second half,False,2017-11-03 22:00:00,Memphis Game,0.004187312443296806,0.004187312443296806,0.0,0.0,0.004187312443296806,linebacker,game
568,second half,False,2017-11-03 22:00:00,Memphis Game,0.0,0.008374624886593612,0.004187312443296806,0.0,0.0,def end,game
567,second half,False,2017-11-03 22:00:00,Memphis Game,0.004187312443296806,0.0,0.0,0.004187312443296806,0.0,def end,game
566,second half,False,2017-11-03 22:05:00,Memphis Game,0.0,0.0,0.004829362524146819,0.0,0.0,tight end,game
565,second half,False,2017-11-03 22:10:00,Memphis Game,0.004829362524146819,0.004829362524146819,0.0,0.0,0.0,tight end,game
564,second half,False,2017-11-03 22:10:00,Memphis Game,0.0,0.004187312443296806,0.0,0.004187312443296806,0.0,def end,game
563,second half,False,2017-11-03 22:10:00,Memphis Game,0.004829362524146819,0.0,0.0,0.0,0.0,off guard,game
560,second half,False,2017-11-03 22:15:00,Memphis Game,0.0,0.004187312443296806,0.0,0.0,0.0,def end,game
562,second half,False,2017-11-03 22:15:00,Memphis Game,0.004829362524146819,0.0,0.0,0.0,0.0,wide receiver,game
561,second half,False,2017-11-03 22:15:00,Memphis Game,0.004829362524146819,0.0,0.004829362524146819,0.004829362524146819,0.0,off guard,game
559,indy,True,2017-11-07 16:25:00,Bye #1,0.013888888888888888,0.0,0.0,0.0,0.0,def end,wed/thurs
558,indy,True,2017-11-07 16:30:00,Bye #1,0.013888888888888888,0.0,0.0,0.0,0.0,linebacker,wed/thurs
557,skell vs. scouts,True,2017-11-07 16:35:00,Bye #1,0.0,0.05555555555555555,0.0,0.0,0.0,linebacker,wed/thurs
556,pass rush,True,2017-11-07 16:40:00,Bye #1,0.027777777777777776,0.0,0.0,0.0,0.0,def tackle,wed/thurs
555,pass rush,True,2017-11-07 16:40:00,Bye #1,0.0,0.027777777777777776,0.0,0.0,0.0,off guard,wed/thurs
554,team vs. scouts,True,2017-11-07 16:50:00,Bye #1,0.009259259259259259,0.009259259259259259,0.0,0.0,0.0,def end,wed/thurs
553,team vs. scouts,True,2017-11-07 16:50:00,Bye #1,0.0,0.009259259259259259,0.0,0.009259259259259259,0.0,cornerback,wed/thurs
552,team vs. scouts,True,2017-11-07 16:55:00,Bye #1,0.0,0.0,0.009259259259259259,0.0,0.0,linebacker,wed/thurs
551,team vs. scouts,True,2017-11-07 16:55:00,Bye #1,0.0,0.0,0.009259259259259259,0.0,0.0,def end,wed/thurs
550,team vs. scouts,True,2017-11-07 16:55:00,Bye #1,0.027777777777777776,0.018518518518518517,0.009259259259259259,0.0,0.0,def tackle,wed/thurs
549,team vs. defense,True,2017-11-07 16:55:00,Bye #1,0.006944444444444444,0.0,0.0,0.0,0.0,off guard,wed/thurs
548,team vs. scouts,True,2017-11-07 16:55:00,Bye #1,0.018518518518518517,0.0,0.0,0.0,0.0,def end,wed/thurs
547,team vs. scouts,True,2017-11-07 17:00:00,Bye #1,0.009259259259259259,0.0,0.0,0.0,0.0,linebacker,wed/thurs
546,team vs. scouts,True,2017-11-07 17:00:00,Bye #1,0.0,0.0,0.0,0.0,0.009259259259259259,def end,wed/thurs
545,team vs. scouts,True,2017-11-07 17:00:00,Bye #1,0.009259259259259259,0.018518518518518517,0.0,0.0,0.0,def tackle,wed/thurs
542,team (3's),True,2017-11-07 17:05:00,Bye #1,0.0,0.0,0.0,0.0125,0.0,tight end,wed/thurs
543,team vs. 3's,True,2017-11-07 17:05:00,Bye #1,0.0,0.016666666666666666,0.016666666666666666,0.0,0.0,def tackle,wed/thurs
544,team vs. 3's,True,2017-11-07 17:05:00,Bye #1,0.0,0.0,0.016666666666666666,0.0,0.0,def end,wed/thurs
541,team (3's),True,2017-11-07 17:10:00,Bye #1,0.0,0.0125,0.05,0.0,0.0,tight end,wed/thurs
540,team (3's),True,2017-11-07 17:15:00,Bye #1,0.0,0.0125,0.0,0.0125,0.0,tight end,wed/thurs
539,pre,True,2017-11-08 15:35:00,S Florida #1,0.016666666666666666,0.0,0.0,0.0,0.0,cornerback,tues
538,pre,True,2017-11-08 15:35:00,S Florida #1,0.0125,0.0125,0.0,0.0,0.0,off guard,tues
537,pre,True,2017-11-08 15:40:00,S Florida #1,0.0375,0.0125,0.0,0.0,0.0,off guard,tues
535,pat/fg,True,2017-11-08 15:45:00,S Florida #1,0.03333333333333333,0.0,0.0,0.0,0.0,def end,tues
536,pat/fg,True,2017-11-08 15:45:00,S Florida #1,0.05,0.0,0.0,0.0,0.0,off guard,tues
534,punt,True,2017-11-08 15:50:00,S Florida #1,0.05,0.0,0.0,0.0,0.0,wide receiver,tues
533,punt,True,2017-11-08 15:55:00,S Florida #1,0.0,0.0,0.041666666666666664,0.0,0.0,cornerback,tues
532,indy,True,2017-11-08 15:55:00,S Florida #1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,def end,tues
531,indy,True,2017-11-08 16:00:00,S Florida #1,0.05555555555555555,0.0,0.0,0.0,0.0,linebacker,tues
530,indy,True,2017-11-08 16:05:00,S Florida #1,0.013888888888888888,0.0,0.0,0.0,0.0,cornerback,tues
529,otb,True,2017-11-08 16:05:00,S Florida #1,0.010416666666666666,0.0,0.0,0.0,0.0,tight end,tues
528,indy,True,2017-11-08 16:05:00,S Florida #1,0.0,0.027777777777777776,0.0,0.0,0.0,def end,tues
527,skell vs. offense,True,2017-11-08 16:10:00,S Florida #1,0.027777777777777776,0.0,0.0,0.0,0.0,linebacker,tues
526,skell vs. offense,True,2017-11-08 16:10:00,S Florida #1,0.027777777777777776,0.0,0.0,0.0,0.0,cornerback,tues
525,indy,True,2017-11-08 16:15:00,S Florida #1,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,def end,tues
524,indy,True,2017-11-08 16:15:00,S Florida #1,0.05555555555555555,0.027777777777777776,0.0,0.027777777777777776,0.0,def end,tues
523,team situation,True,2017-11-08 16:30:00,S Florida #1,0.020833333333333332,0.0,0.0,0.0,0.0,def tackle,tues
521,run session-blitz,False,2017-11-08 16:35:00,S Florida #1,0.0,0.008333333333333333,0.0,0.0,0.0,wide receiver,tues
522,run session,False,2017-11-08 16:35:00,S Florida #1,0.0,0.0,0.0,0.0,0.01111111111111111,def end,tues
520,run session-blitz,False,2017-11-08 16:40:00,S Florida #1,0.0,0.008333333333333333,0.008333333333333333,0.0,0.0,wide receiver,tues
519,run session-blitz,False,2017-11-08 16:40:00,S Florida #1,0.008333333333333333,0.008333333333333333,0.0,0.0,0.0,tight end,tues
518,run session-blitz,False,2017-11-08 16:45:00,S Florida #1,0.0,0.0,0.016666666666666666,0.0,0.0,tight end,tues
517,pass rush,False,2017-11-08 16:50:00,S Florida #1,0.0,0.027777777777777776,0.0,0.0,0.0,def end,tues
516,skell vs. scouts,False,2017-11-08 16:50:00,S Florida #1,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.0,tight end,tues
515,pass rush,False,2017-11-08 16:55:00,S Florida #1,0.0,0.0,0.0,0.027777777777777776,0.0,def end,tues
514,skell vs. scouts,False,2017-11-08 16:55:00,S Florida #1,0.0,0.0,0.0,0.016666666666666666,0.0,tight end,tues
513,pass rush,False,2017-11-08 17:00:00,S Florida #1,0.0,0.027777777777777776,0.0,0.0,0.0,def end,tues
512,pass rush,False,2017-11-08 17:00:00,S Florida #1,0.027777777777777776,0.0,0.0,0.0,0.0,def tackle,tues
511,team vs. scouts,False,2017-11-08 17:10:00,S Florida #1,0.0,0.0125,0.00625,0.00625,0.0,tight end,tues
510,team vs. scouts,False,2017-11-08 17:10:00,S Florida #1,0.0,0.008333333333333333,0.0,0.0,0.0,linebacker,tues
